SaleID;Date;CarID;CustomerID;DealershipID;SalePrice;LeadSource;CampaignID
SALE-0280;28.01.2025;CAR-007;CUST-2339;DLR-01;63700;Web-Campaign;CMP-05
SALE-0281;30.03.2024;CAR-005;CUST-1077;DLR-05;120000;Web-Organic;(not set)
SALE-0282;07.05.2025;CAR-008;CUST-2166;DLR-02;66240;Web-Campaign;CMP-10
SALE-0283;20.11.2024;CAR-002;CUST-1563;DLR-02;57040;Walk-in;(not set)
SALE-0284;29.09.2024;CAR-006;CUST-1407;DLR-05;39900;Walk-in;(not set)
SALE-0285;06.02.2024;CAR-005;CUST-1057;DLR-03;122500;Web-Campaign;CMP-06
SALE-0286;23.04.2024;CAR-008;CUST-2251;DLR-01;69120;Web-Campaign;CMP-03
SALE-0287;15.09.2025;CAR-004;CUST-1054;DLR-04;109250;Web-Organic;(not set)
(not set);15.09.2025;(not set);CUST-1054;DLR-04;(not set);Web-Organic;(not set)
SALE-0288;20.05.2025;CAR-014;CUST-1808;DLR-03;139500;Web-Campaign;CMP-06
SALE-0289;11.06.2025;CAR-015;CUST-1815;DLR-02;72380;Web-Campaign;CMP-03
SALE-0290;27.07.2025;CAR-011;CUST-2202;DLR-01;84480;Web-Campaign;CMP-08
SALE-0291;22.05.2024;CAR-016;CUST-2326;DLR-05;81840;Web-Campaign;CMP-12
SALE-0292;23.04.2025;CAR-004;CUST-1152;DLR-02;110400;Web-Campaign;CMP-10
SALE-0293;25.03.2025;CAR-014;CUST-1442;DLR-04;141000;Web-Campaign;CMP-04
SALE-0294;30.07.2023;CAR-002;CUST-1984;DLR-03;60760;Web-Campaign;CMP-11
SALE-0295;03.07.2023;CAR-016;CUST-1779;DLR-05;84480;Web-Campaign;CMP-08
SALE-0296;08.09.2025;CAR-008;CUST-1331;DLR-02;66960;Referral;(not set)
SALE-0297;03.11.2024;CAR-001;CUST-2141;DLR-04;52250;Web-Campaign;CMP-03
SALE-0298;24.03.2024;CAR-013;CUST-1840;DLR-05;74400;Web-Campaign;CMP-10
SALE-0299;10.10.2023;CAR-002;CUST-1734;DLR-03;57660;Web-Campaign;CMP-10
(not set);;;;;57660;Web-Campaign;(not set)
SALE-0300;09.12.2023;CAR-007;CUST-1523;DLR-05;61750;Web-Campaign;CMP-11
SALE-0301;09.06.2024;CAR-008;CUST-1763;DLR-02;69840;Web-Campaign;CMP-12
SALE-0302;16.06.2023;CAR-011;CUST-1320;DLR-04;84480;Web-Campaign;CMP-07
SALE-0303;02.03.2025;CAR-004;CUST-1726;DLR-01;106950;Web-Campaign;CMP-07
SALE-0304;21.07.2025;CAR-009;CUST-2015;DLR-02;78200;Web-Campaign;CMP-03
SALE-0305;27.02.2025;CAR-015;CUST-2184;DLR-03;73920;Walk-in;(not set)
SALE-0306;26.03.2024;CAR-013;CUST-2418;DLR-03;77600;Web-Campaign;CMP-04
SALE-0307;24.07.2025;CAR-009;CUST-1638;DLR-01;80750;Web-Campaign;CMP-03
SALE-0308;30.12.2023;CAR-011;CUST-1251;DLR-04;83600;Walk-in;(not set)
SALE-0309;02.08.2023;CAR-013;CUST-1686;DLR-05;78400;Web-Campaign;CMP-08
SALE-0310;29.06.2025;CAR-004;CUST-1315;DLR-02;105800;Referral;(not set)
SALE-0311;02.12.2023;CAR-007;CUST-2151;DLR-05;62400;Web-Organic;(not set)
SALE-0312;16.09.2025;CAR-001;CUST-1813;DLR-02;53900;Web-Campaign;CMP-06
SALE-0313;20.05.2025;CAR-004;CUST-2471;DLR-01;110400;Web-Campaign;CMP-14
SALE-0314;09.08.2025;CAR-016;CUST-2210;DLR-01;83600;Web-Campaign;CMP-01
SALE-0315;06.01.2024;CAR-013;CUST-2252;DLR-02;74400;Web-Campaign;CMP-01
SALE-0316;10.09.2025;CAR-015;CUST-1722;DLR-04;72380;Referral;(not set)
SALE-0317;25.07.2023;CAR-016;CUST-1397;DLR-01;81840;Web-Campaign;CMP-13
SALE-0318;13.01.2025;CAR-005;CUST-1398;DLR-04;115000;Web-Campaign;CMP-03
SALE-0319;23.01.2025;CAR-008;CUST-1338;DLR-05;69120;Referral;(not set)
SALE-0320;05.12.2024;CAR-007;CUST-1777;DLR-01;63050;Walk-in;(not set)
SALE-0321;15.10.2023;CAR-011;CUST-1889;DLR-02;85360;Web-Organic;(not set)
SALE-0322;07.01.2024;CAR-003;CUST-2489;DLR-04;73500;Web-Campaign;CMP-09
SALE-0323;19.12.2024;CAR-006;CUST-1712;DLR-03;40320;Web-Campaign;CMP-06
SALE-0324;22.02.2024;CAR-002;CUST-1545;DLR-05;57660;Web-Organic;(not set)
SALE-0325;17.09.2025;CAR-003;CUST-1226;DLR-04;72750;Web-Campaign;CMP-08
SALE-0326;16.05.2025;CAR-008;CUST-1088;DLR-01;68400;Web-Campaign;CMP-05
SALE-0327;19.10.2023;CAR-014;CUST-1106;DLR-02;145500;Referral;(not set)
SALE-0328;04.05.2024;CAR-008;CUST-1475;DLR-01;69120;Web-Campaign;CMP-13
SALE-0329;22.07.2024;CAR-009;CUST-2280;DLR-05;80750;Web-Campaign;CMP-10
SALE-0330;09.03.2024;CAR-004;CUST-1281;DLR-02;110400;Web-Organic;(not set)
SALE-0331;08.07.2024;CAR-005;CUST-2306;DLR-03;116250;Web-Campaign;CMP-05
SALE-0332;17.08.2025;CAR-011;CUST-1992;DLR-02;80960;Referral;(not set)
SALE-0333;07.09.2025;CAR-014;CUST-1436;DLR-03;142500;Web-Campaign;CMP-11
SALE-0334;31.03.2023;CAR-006;CUST-1942;DLR-02;39480;Web-Campaign;CMP-08
SALE-0335;16.06.2023;CAR-004;CUST-1491;DLR-01;105800;Walk-in;(not set)
SALE-0336;23.09.2024;CAR-004;CUST-1131;DLR-04;105800;Web-Campaign;CMP-09
SALE-0337;25.11.2023;CAR-010;CUST-1676;DLR-02;130200;Web-Campaign;CMP-08
SALE-0338;02.10.2024;CAR-012;CUST-2331;DLR-03;124800;Web-Campaign;CMP-05
SALE-0339;10.08.2025;CAR-016;CUST-1986;DLR-05;85360;Web-Organic;(not set)
SALE-0340;29.10.2023;CAR-009;CUST-2136;DLR-02;81600;Web-Organic;(not set)
SALE-0341;03.05.2023;CAR-011;CUST-1139;DLR-04;83600;Web-Campaign;CMP-09
SALE-0342;27.07.2023;CAR-005;CUST-2370;DLR-04;118750;Web-Campaign;CMP-12
SALE-0343;12.03.2023;CAR-002;CUST-1216;DLR-01;57660;Web-Campaign;CMP-11
SALE-0344;12.08.2024;CAR-015;CUST-2399;DLR-01;71610;Web-Campaign;CMP-02
SALE-0345;15.03.2025;CAR-010;CUST-1036;DLR-04;133000;Web-Organic;(not set)
SALE-0346;20.01.2025;CAR-014;CUST-1948;DLR-04;144000;Web-Campaign;CMP-06
SALE-0347;06.07.2023;CAR-005;CUST-1803;DLR-02;122500;Referral;(not set)
(not set);;;;;;;(not set)
SALE-0348;03.07.2023;CAR-013;CUST-1827;DLR-04;73600;Walk-in;(not set)
SALE-0349;11.03.2023;CAR-014;CUST-2010;DLR-02;139500;Web-Campaign;CMP-11
SALE-0350;17.02.2025;CAR-002;CUST-1765;DLR-01;60760;Web-Campaign;CMP-06
SALE-0351;28.11.2024;CAR-011;CUST-1076;DLR-01;82720;Web-Campaign;CMP-13
SALE-0352;29.05.2024;CAR-011;CUST-2158;DLR-04;82720;Web-Campaign;CMP-03
SALE-0353;15.03.2025;CAR-012;CUST-1676;DLR-05;119600;Web-Campaign;CMP-12
SALE-0354;08.03.2025;CAR-016;CUST-1549;DLR-02;86240;Web-Campaign;CMP-02
SALE-0355;16.10.2024;CAR-007;CUST-2183;DLR-02;63700;Referral;(not set)
SALE-0356;18.04.2025;CAR-001;CUST-2278;DLR-04;51150;Web-Campaign;CMP-03
SALE-0357;30.11.2023;CAR-006;CUST-1546;DLR-04;39060;Web-Campaign;CMP-02
SALE-0358;13.06.2023;CAR-006;CUST-1086;DLR-05;39060;Web-Campaign;CMP-01
SALE-0359;09.05.2023;CAR-005;CUST-2446;DLR-03;118750;Web-Campaign;CMP-03
SALE-0360;20.07.2025;CAR-016;CUST-2468;DLR-01;83600;Web-Campaign;CMP-10
SALE-0361;03.02.2024;CAR-001;CUST-1067;DLR-05;51150;Web-Campaign;CMP-14
SALE-0362;01.01.2024;CAR-016;CUST-2252;DLR-01;83600;Web-Campaign;CMP-07
SALE-0363;23.06.2025;CAR-002;CUST-1590;DLR-02;58280;Web-Campaign;CMP-12
SALE-0364;27.05.2023;CAR-006;CUST-2480;DLR-05;38640;Walk-in;(not set)
SALE-0365;03.05.2023;CAR-002;CUST-1691;DLR-05;57660;Walk-in;(not set)
SALE-0366;12.06.2023;CAR-008;CUST-1080;DLR-03;68400;Walk-in;(not set)
SALE-0367;30.04.2023;CAR-016;CUST-2462;DLR-05;83600;Web-Organic;(not set)
SALE-0368;19.01.2024;CAR-013;CUST-2326;DLR-04;77600;Referral;(not set)
SALE-0369;04.04.2023;CAR-011;CUST-1266;DLR-04;86240;Web-Campaign;CMP-13
SALE-0370;22.01.2025;CAR-003;CUST-1653;DLR-02;72000;Web-Campaign;CMP-10
SALE-0371;01.07.2023;CAR-002;CUST-1425;DLR-01;60760;Web-Organic;(not set)
SALE-0372;01.10.2023;CAR-016;CUST-2287;DLR-02;84480;Walk-in;(not set)
(not set);01.10.2023;CAR-016;CUST-2287;DLR-02;84480;Walk-in;(not set)
SALE-0373;21.12.2023;CAR-012;CUST-1465;DLR-04;120900;Referral;(not set)
SALE-0374;11.03.2023;CAR-005;CUST-2458;DLR-03;122500;Web-Organic;(not set)
SALE-0375;06.05.2023;CAR-001;CUST-1044;DLR-02;51700;Web-Campaign;CMP-09
SALE-0376;26.04.2024;CAR-004;CUST-1141;DLR-04;110400;Web-Campaign;CMP-08
SALE-0377;27.05.2024;CAR-013;CUST-1450;DLR-03;78400;Web-Campaign;CMP-01
SALE-0378;04.01.2025;CAR-016;CUST-1549;DLR-01;86240;Web-Campaign;CMP-13
SALE-0379;11.09.2023;CAR-015;CUST-1657;DLR-03;72380;Web-Organic;(not set)
SALE-0380;08.03.2025;CAR-016;CUST-1937;DLR-01;80960;Web-Organic;(not set)
SALE-0381;05.04.2023;CAR-009;CUST-1206;DLR-02;82450;Web-Campaign;CMP-09
SALE-0382;24.06.2025;CAR-013;CUST-1854;DLR-02;73600;Web-Campaign;CMP-06
SALE-0383;18.07.2025;CAR-003;CUST-1608;DLR-02;69000;Web-Campaign;CMP-14
SALE-0384;10.02.2024;CAR-002;CUST-2152;DLR-02;58280;Web-Organic;(not set)
SALE-0385;09.09.2023;CAR-013;CUST-2104;DLR-05;77600;Referral;(not set)
SALE-0386;26.08.2023;CAR-004;CUST-1110;DLR-05;106950;Web-Campaign;CMP-06
SALE-0387;28.10.2024;CAR-010;CUST-1337;DLR-01;128800;Web-Campaign;CMP-07
SALE-0388;29.08.2024;CAR-003;CUST-1363;DLR-01;72750;Web-Campaign;CMP-07
SALE-0389;27.02.2023;CAR-012;CUST-1351;DLR-01;123500;Web-Organic;(not set)
SALE-0390;15.12.2023;CAR-010;CUST-1530;DLR-03;133000;Walk-in;(not set)
SALE-0391;24.07.2024;CAR-011;CUST-1773;DLR-05;80960;Web-Campaign;CMP-03
SALE-0392;31.10.2024;CAR-006;CUST-1471;DLR-01;39060;Web-Campaign;CMP-08
SALE-0393;18.07.2024;CAR-004;CUST-1267;DLR-03;110400;Web-Organic;(not set)
SALE-0394;22.10.2023;CAR-006;CUST-2164;DLR-03;40740;Web-Organic;(not set)
SALE-0395;03.03.2025;CAR-009;CUST-1465;DLR-02;79050;Web-Campaign;CMP-04
SALE-0396;20.10.2023;CAR-012;CUST-1296;DLR-05;127400;Web-Campaign;CMP-14
SALE-0397;25.09.2025;CAR-016;CUST-1154;DLR-03;86240;Web-Campaign;CMP-03
SALE-0398;08.02.2025;CAR-012;CUST-1303;DLR-04;126100;Web-Organic;(not set)
SALE-0399;05.06.2024;CAR-009;CUST-1911;DLR-04;82450;Walk-in;(not set)
SALE-0400;26.02.2024;CAR-005;CUST-1201;DLR-05;121250;Walk-in;(not set)
SALE-0401;20.11.2023;CAR-009;CUST-1510;DLR-04;83300;Web-Campaign;CMP-02
SALE-0402;10.02.2025;CAR-003;CUST-2465;DLR-03;72000;Web-Organic;(not set)
SALE-0403;07.06.2024;CAR-006;CUST-2104;DLR-03;39480;Web-Organic;(not set)
SALE-0404;30.11.2023;CAR-003;CUST-1237;DLR-02;72000;Web-Campaign;CMP-01
SALE-0405;12.10.2023;CAR-007;CUST-2449;DLR-01;61100;Referral;(not set)
SALE-0406;20.03.2023;CAR-005;CUST-1357;DLR-05;118750;Walk-in;(not set)
SALE-0407;08.04.2023;CAR-003;CUST-2457;DLR-02;71250;Web-Campaign;CMP-09
SALE-0408;28.10.2023;CAR-016;CUST-2237;DLR-02;85360;Web-Organic;(not set)
SALE-0409;06.07.2024;CAR-004;CUST-1453;DLR-01;108100;Web-Campaign;CMP-06
SALE-0410;19.05.2024;CAR-011;CUST-1254;DLR-03;84480;Web-Campaign;CMP-10
SALE-0411;17.01.2025;CAR-004;CUST-1021;DLR-05;108100;Walk-in;(not set)
SALE-0412;21.07.2025;CAR-008;CUST-1060;DLR-01;66960;Walk-in;(not set)
SALE-0413;24.03.2023;CAR-004;CUST-1279;DLR-04;110400;Web-Organic;(not set)
SALE-0414;13.04.2023;CAR-016;CUST-1926;DLR-03;80960;Web-Campaign;CMP-11
SALE-0415;06.03.2024;CAR-016;CUST-1795;DLR-03;86240;Web-Campaign;CMP-01
SALE-0416;13.08.2025;CAR-016;CUST-1819;DLR-03;82720;Web-Campaign;CMP-06
SALE-0417;10.03.2024;CAR-015;CUST-1059;DLR-05;75460;Web-Campaign;CMP-03
SALE-0418;10.06.2024;CAR-005;CUST-1414;DLR-03;117500;Web-Organic;(not set)
SALE-0419;13.07.2024;CAR-006;CUST-2267;DLR-01;38640;Referral;(not set)
SALE-0419;(not set);(not set);(not set);(not set);(not set);(not set);(not set)
SALE-0420;01.09.2023;CAR-002;CUST-1078;DLR-01;60760;Web-Organic;(not set)
SALE-0421;31.01.2025;CAR-007;CUST-1407;DLR-04;61750;Web-Campaign;CMP-04
SALE-0422;01.01.2024;CAR-004;CUST-1904;DLR-05;105800;Web-Campaign;CMP-13
SALE-0423;29.05.2024;CAR-012;CUST-1904;DLR-02;120900;Web-Campaign;CMP-12
SALE-0424;15.04.2024;CAR-016;CUST-2055;DLR-04;85360;Walk-in;(not set)
SALE-0425;17.06.2025;CAR-006;CUST-1875;DLR-05;38640;Walk-in;(not set)
SALE-0426;19.03.2023;CAR-011;CUST-1877;DLR-05;85360;Walk-in;(not set)
SALE-0427;10.05.2024;CAR-010;CUST-2430;DLR-04;137200;Web-Campaign;CMP-02
SALE-0428;29.06.2025;CAR-001;CUST-2082;DLR-02;53350;Walk-in;(not set)
SALE-0429;01.11.2023;CAR-004;CUST-1832;DLR-03;109250;Web-Organic;(not set)
SALE-0430;16.10.2024;CAR-002;CUST-2168;DLR-03;60140;Web-Campaign;CMP-01
SALE-0431;15.04.2023;CAR-003;CUST-2044;DLR-04;71250;Web-Campaign;CMP-04
SALE-0432;25.04.2024;CAR-013;CUST-1657;DLR-01;73600;Web-Organic;(not set)
SALE-0433;20.07.2024;CAR-001;CUST-2215;DLR-01;51700;Web-Campaign;CMP-06
SALE-0434;08.11.2023;CAR-004;CUST-2219;DLR-04;106950;Referral;(not set)
SALE-0435;13.12.2023;CAR-016;CUST-2271;DLR-05;86240;Referral;(not set)
SALE-0436;16.05.2024;CAR-015;CUST-1227;DLR-04;74690;Walk-in;(not set)
SALE-0437;16.01.2024;CAR-004;CUST-1979;DLR-05;111550;Web-Organic;(not set)
SALE-0438;10.04.2025;CAR-012;CUST-1827;DLR-01;126100;Web-Campaign;CMP-13
SALE-0439;08.12.2023;CAR-002;CUST-1096;DLR-02;58280;Web-Organic;(not set)
SALE-0440;06.12.2023;CAR-006;CUST-2370;DLR-03;39900;Web-Campaign;CMP-12
SALE-0441;17.08.2025;CAR-008;CUST-1511;DLR-02;68400;Referral;(not set)
SALE-0442;24.06.2023;CAR-011;CUST-1049;DLR-02;84480;Walk-in;(not set)
SALE-0443;09.11.2024;CAR-012;CUST-1118;DLR-05;126100;Referral;(not set)
SALE-0444;28.08.2025;CAR-013;CUST-1166;DLR-01;74400;Web-Campaign;CMP-12
SALE-0445;13.01.2025;CAR-015;CUST-1702;DLR-01;73150;Web-Campaign;CMP-14
SALE-0446;16.11.2023;CAR-016;CUST-1996;DLR-01;80960;Web-Campaign;CMP-13
SALE-0447;13.03.2024;CAR-010;CUST-1344;DLR-01;137200;Web-Campaign;CMP-07
SALE-0448;20.10.2024;CAR-010;CUST-1573;DLR-02;131600;Web-Campaign;CMP-07
SALE-0449;10.04.2025;CAR-002;CUST-2346;DLR-04;58280;Web-Campaign;CMP-03
SALE-0450;26.05.2023;CAR-008;CUST-2451;DLR-03;69840;Walk-in;(not set)
SALE-0451;20.04.2025;CAR-002;CUST-1865;DLR-02;60140;Referral;(not set)
SALE-0452;09.11.2023;CAR-001;CUST-1587;DLR-04;51700;Web-Campaign;CMP-12
SALE-0453;26.06.2025;CAR-009;CUST-1918;DLR-01;80750;Web-Organic;(not set)
SALE-0454;19.10.2023;CAR-001;CUST-2306;DLR-05;51700;Web-Campaign;CMP-06
SALE-0455;24.03.2023;CAR-009;CUST-1155;DLR-02;81600;Web-Campaign;CMP-02
SALE-0456;05.12.2024;CAR-015;CUST-2022;DLR-05;75460;Referral;(not set)
SALE-0457;17.03.2024;CAR-011;CUST-1513;DLR-01;83600;Web-Organic;(not set)
SALE-0458;28.11.2023;CAR-001;CUST-2262;DLR-05;53900;Web-Organic;(not set)
SALE-0459;30.04.2023;CAR-012;CUST-2225;DLR-02;119600;Web-Campaign;CMP-03
SALE-0460;16.02.2023;CAR-005;CUST-1846;DLR-02;118750;Web-Organic;(not set)
SALE-0461;12.10.2023;CAR-008;CUST-1313;DLR-02;70560;Web-Organic;(not set)
SALE-0462;26.02.2023;CAR-010;CUST-1863;DLR-03;131600;Referral;(not set)
SALE-0463;09.10.2024;CAR-014;CUST-2141;DLR-05;142500;Web-Campaign;CMP-05
SALE-0464;17.04.2023;CAR-001;CUST-1789;DLR-05;50600;Web-Campaign;CMP-14
SALE-0465;23.02.2024;CAR-012;CUST-1760;DLR-05;122200;Web-Organic;(not set)
SALE-0466;24.05.2025;CAR-011;CUST-1450;DLR-05;81840;Web-Campaign;CMP-07
SALE-0467;11.08.2024;CAR-001;CUST-1291;DLR-05;51700;Web-Campaign;CMP-02
SALE-0468;01.05.2025;CAR-003;CUST-1200;DLR-03;72000;Web-Campaign;CMP-09
SALE-0469;04.01.2024;CAR-016;CUST-1671;DLR-02;86240;Referral;(not set)
SALE-0470;20.07.2025;CAR-001;CUST-1397;DLR-01;53350;Web-Organic;(not set)
SALE-0471;10.08.2023;CAR-006;CUST-1718;DLR-01;40320;Walk-in;(not set)
SALE-0472;08.05.2023;CAR-014;CUST-1938;DLR-02;138000;Web-Campaign;CMP-12
SALE-0473;29.07.2023;CAR-015;CUST-2040;DLR-02;73920;Web-Campaign;CMP-02
SALE-0474;10.02.2024;CAR-013;CUST-2326;DLR-01;77600;Web-Organic;(not set)
SALE-0475;25.04.2023;CAR-011;CUST-2486;DLR-02;81840;Referral;(not set)
SALE-0476;19.11.2024;CAR-006;CUST-1669;DLR-04;40320;Web-Campaign;CMP-14
SALE-0477;12.04.2023;CAR-010;CUST-1260;DLR-03;131600;Web-Campaign;CMP-11
SALE-0478;24.05.2025;CAR-001;CUST-2065;DLR-01;50600;Web-Organic;(not set)
SALE-0479;12.12.2024;CAR-007;CUST-1558;DLR-03;63050;Walk-in;(not set)
SALE-0480;21.08.2023;CAR-009;CUST-2341;DLR-04;81600;Web-Campaign;CMP-03
SALE-0481;09.06.2025;CAR-014;CUST-2414;DLR-04;142500;Web-Campaign;CMP-10
SALE-0482;10.05.2024;CAR-009;CUST-1733;DLR-01;78200;Web-Campaign;CMP-04
SALE-0483;14.02.2025;CAR-001;CUST-2222;DLR-05;53900;Walk-in;(not set)
SALE-0484;25.03.2024;CAR-003;CUST-2140;DLR-02;72750;Web-Campaign;CMP-03
SALE-0485;15.08.2025;CAR-001;CUST-1425;DLR-05;50600;Web-Organic;(not set)
SALE-0486;15.08.2023;CAR-007;CUST-1841;DLR-03;61750;Web-Campaign;CMP-06
SALE-0487;30.05.2024;CAR-010;CUST-1708;DLR-05;135800;Web-Campaign;CMP-09
SALE-0488;06.06.2023;CAR-005;CUST-2355;DLR-01;121250;Web-Campaign;CMP-02
SALE-0489;24.03.2023;CAR-013;CUST-1983;DLR-01;76800;Web-Campaign;CMP-02
SALE-0490;09.07.2024;CAR-004;CUST-1678;DLR-04;105800;Web-Campaign;CMP-10
SALE-0491;14.03.2023;CAR-011;CUST-1503;DLR-05;82720;Walk-in;(not set)
SALE-0492;23.02.2023;CAR-010;CUST-2144;DLR-01;134400;Referral;(not set)
SALE-0493;25.02.2025;CAR-003;CUST-1566;DLR-04;73500;Web-Organic;(not set)
SALE-0494;23.07.2024;CAR-010;CUST-1639;DLR-03;128800;Web-Organic;(not set)
SALE-0495;14.04.2025;CAR-007;CUST-1545;DLR-02;61750;Web-Campaign;CMP-09
SALE-0496;08.04.2025;CAR-009;CUST-1586;DLR-05;78200;Web-Organic;(not set)
SALE-0497;13.05.2024;CAR-001;CUST-2492;DLR-04;52800;Web-Campaign;CMP-04
SALE-0498;10.07.2025;CAR-006;CUST-1911;DLR-04;40740;Walk-in;(not set)
SALE-0499;28.08.2025;CAR-009;CUST-1186;DLR-05;79050;Walk-in;(not set)
SALE-0500;19.12.2023;CAR-016;CUST-2070;DLR-02;86240;Walk-in;(not set)
SALE-0501;04.11.2024;CAR-003;CUST-2496;DLR-03;69750;Web-Campaign;CMP-06
SALE-0502;05.03.2025;CAR-007;CUST-1958;DLR-02;60450;Web-Organic;(not set)
SALE-0503;28.03.2023;CAR-002;CUST-2037;DLR-03;59520;Web-Campaign;CMP-06
SALE-0504;22.09.2025;CAR-013;CUST-2302;DLR-04;75200;Web-Campaign;CMP-14
SALE-0505;28.12.2023;CAR-012;CUST-1317;DLR-04;120900;Referral;(not set)
SALE-0506;17.02.2025;CAR-010;CUST-1963;DLR-05;130200;Web-Campaign;CMP-01
SALE-0507;15.02.2023;CAR-013;CUST-1975;DLR-02;77600;Walk-in;(not set)
SALE-0508;02.06.2024;CAR-010;CUST-1416;DLR-01;130200;Web-Campaign;CMP-01
SALE-0509;23.06.2025;CAR-005;CUST-1838;DLR-05;117500;Web-Campaign;CMP-04
SALE-0510;30.07.2025;CAR-002;CUST-1674;DLR-02;57040;Web-Campaign;CMP-13
SALE-0511;15.08.2024;CAR-008;CUST-2002;DLR-01;66240;Web-Campaign;CMP-08
SALE-0512;16.05.2024;CAR-008;CUST-1012;DLR-02;68400;Web-Campaign;CMP-01
SALE-0513;12.10.2024;CAR-015;CUST-1702;DLR-01;74690;Web-Campaign;CMP-14
SALE-0509;23.06.2025;CAR-005;CUST-1838;DLR-05;117500;Web-Campaign;CMP-04
SALE-0510;30.07.2025;CAR-002;CUST-1674;DLR-02;57040;Web-Campaign;CMP-13
SALE-0511;15.08.2024;CAR-008;CUST-2002;DLR-01;66240;Web-Campaign;CMP-08
SALE-0512;16.05.2024;CAR-008;CUST-1012;DLR-02;68400;Web-Campaign;CMP-01
SALE-0513;12.10.2024;CAR-015;CUST-1702;DLR-01;74690;Web-Campaign;CMP-14
SALE-0514;25.12.2024;CAR-008;CUST-1094;DLR-05;66240;Web-Campaign;CMP-04
SALE-0515;24.04.2024;CAR-015;CUST-1760;DLR-01;74690;Referral;(not set)
SALE-0516;09.03.2025;CAR-006;CUST-1043;DLR-03;39900;Walk-in;(not set)
SALE-0517;10.05.2025;CAR-011;CUST-2164;DLR-04;86240;Web-Campaign;CMP-13
SALE-0518;06.08.2025;CAR-011;CUST-2434;DLR-01;80960;Web-Organic;(not set)
SALE-0519;17.07.2023;CAR-010;CUST-1529;DLR-05;135800;Web-Campaign;CMP-09
SALE-0520;18.05.2025;CAR-001;CUST-2129;DLR-04;52800;Web-Campaign;CMP-02
SALE-0521;13.06.2025;CAR-009;CUST-1396;DLR-01;79050;Web-Campaign;CMP-09
SALE-0522;25.04.2023;CAR-014;CUST-1861;DLR-03;139500;Web-Campaign;CMP-01
SALE-0523;02.09.2024;CAR-005;CUST-1262;DLR-03;122500;Walk-in;(not set)
SALE-0524;16.10.2023;CAR-016;CUST-1454;DLR-03;82720;Walk-in;(not set)
SALE-0525;15.05.2025;CAR-013;CUST-2351;DLR-05;77600;Web-Campaign;CMP-03
SALE-0526;18.02.2023;CAR-013;CUST-1964;DLR-02;76800;Web-Campaign;CMP-14
SALE-0527;02.05.2023;CAR-011;CUST-1777;DLR-02;80960;Web-Organic;(not set)
SALE-0528;30.05.2024;CAR-006;CUST-1661;DLR-01;39900;Web-Campaign;CMP-09
SALE-0529;29.05.2023;CAR-006;CUST-1489;DLR-03;41160;Walk-in;(not set)
SALE-0530;26.04.2023;CAR-015;CUST-2483;DLR-02;73150;Web-Campaign;CMP-02
SALE-0531;10.06.2025;CAR-006;CUST-1654;DLR-03;38640;Walk-in;(not set)
SALE-0532;13.08.2023;CAR-006;CUST-2327;DLR-03;39480;Walk-in;(not set)
SALE-0533;11.07.2024;CAR-010;CUST-2166;DLR-01;135800;Web-Organic;(not set)
SALE-0534;17.01.2025;CAR-003;CUST-1909;DLR-01;71250;Web-Organic;(not set)
SALE-0535;18.08.2024;CAR-002;CUST-1322;DLR-01;58280;Web-Campaign;CMP-09
SALE-0536;25.12.2023;CAR-003;CUST-1043;DLR-01;71250;Web-Organic;(not set)
SALE-0537;28.09.2023;CAR-009;CUST-2483;DLR-05;80750;Web-Campaign;CMP-09
SALE-0538;29.08.2025;CAR-012;CUST-1199;DLR-05;120900;Web-Campaign;CMP-13
SALE-0539;04.12.2023;CAR-008;CUST-1010;DLR-05;69120;Walk-in;(not set)
SALE-0540;12.10.2023;CAR-005;CUST-2199;DLR-03;117500;Web-Campaign;CMP-12
SALE-0541;17.04.2025;CAR-009;CUST-1804;DLR-04;78200;Web-Campaign;CMP-09
SALE-0542;24.07.2025;CAR-013;CUST-1749;DLR-01;74400;Web-Campaign;CMP-12
SALE-0543;03.08.2025;CAR-005;CUST-1617;DLR-05;120000;Walk-in;(not set)
SALE-0544;15.11.2024;CAR-001;CUST-2237;DLR-05;53900;Walk-in;(not set)
SALE-0545;14.05.2024;CAR-010;CUST-1407;DLR-02;130200;Web-Campaign;CMP-13
SALE-0546;29.02.2024;CAR-011;CUST-1092;DLR-02;81840;Referral;(not set)
SALE-0547;15.02.2025;CAR-007;CUST-1934;DLR-05;59800;Web-Campaign;CMP-07
SALE-0548;02.10.2023;CAR-001;CUST-1951;DLR-01;53350;Web-Campaign;CMP-09
SALE-0549;15.08.2024;CAR-007;CUST-1420;DLR-01;61100;Web-Organic;(not set)
SALE-0550;10.07.2025;CAR-002;CUST-2439;DLR-01;59520;Web-Campaign;CMP-04
SALE-0551;31.05.2025;CAR-009;CUST-1522;DLR-02;79900;Web-Campaign;CMP-13
SALE-0552;29.11.2023;CAR-006;CUST-1881;DLR-04;39900;Web-Campaign;CMP-01
SALE-0553;09.08.2023;CAR-005;CUST-1134;DLR-01;115000;Web-Organic;(not set)
SALE-0554;05.09.2025;CAR-010;CUST-1176;DLR-03;128800;Web-Organic;(not set)
SALE-0555;08.05.2024;CAR-004;CUST-1999;DLR-02;106950;Web-Campaign;CMP-04
SALE-0556;06.03.2024;CAR-013;CUST-1966;DLR-01;75200;Web-Campaign;CMP-12
SALE-0557;10.03.2025;CAR-016;CUST-1334;DLR-02;81840;Walk-in;(not set)
