SessionID;Date;CustomerID;CampaignID;Source;Medium;PageViews;EngagedSessions;Conversion
SID-01442;16.10.2024;CUST-2267;(not set);(direct);none;7;1;0
SID-01443;17.04.2024;CUST-2308;(not set);google;cpc;1;0;0
SID-01444;10.02.2024;CUST-1410;(not set);google;cpc;2;1;0
SID-01445;22.09.2024;CUST-2080;(not set);(direct);none;3;1;0
SID-01446;15.12.2024;CUST-1147;CMP-03;google;cpc;5;1;1
SID-01447;12.02.2025;CUST-2365;(not set);(direct);none;2;0;0
SID-01448;21.05.2023;CUST-1450;(not set);facebook;social;2;1;0
SID-01449;18.03.2025;CUST-1548;(not set);youtube;video;2;1;1
SID-01450;26.06.2024;CUST-1693;(not set);newsletter;email;4;0;0
SID-01451;27.04.2025;CUST-1488;CMP-13;google;cpc;4;1;0
SID-01452;29.10.2023;CUST-1970;CMP-09;(direct);none;3;1;0
SID-01453;05.08.2025;CUST-2330;(not set);facebook;social;1;1;1
SID-01454;30.07.2024;CUST-1308;(not set);newsletter;email;5;1;0
SID-01455;25.10.2024;CUST-1890;(not set);(direct);none;1;1;0
SID-01456;30.08.2025;CUST-1646;(not set);newsletter;email;1;1;0
SID-01457;14.02.2025;CUST-2051;(not set);facebook;social;9;1;0
SID-01458;03.01.2025;CUST-1771;CMP-07;google;cpc;7;1;0
SID-01459;16.01.2025;CUST-1274;CMP-06;newsletter;email;3;1;0
SID-01460;18.05.2023;CUST-1119;(not set);(direct);none;3;1;1
SID-01461;05.03.2024;CUST-2245;(not set);(direct);none;2;1;0
SID-01462;01.11.2024;CUST-2260;(not set);youtube;video;3;1;0
SID-01463;14.09.2024;CUST-2467;(not set);bing;cpc;7;0;0
SID-01464;15.03.2023;CUST-1706;(not set);newsletter;email;3;1;0
SID-01465;24.08.2023;CUST-1121;CMP-01;bing;cpc;7;0;0
SID-01466;20.10.2023;CUST-1926;(not set);google;cpc;7;0;0
SID-01467;27.04.2023;CUST-1632;CMP-09;newsletter;email;2;0;0
SID-01468;31.08.2024;CUST-1194;(not set);facebook;social;3;1;1
SID-01469;26.08.2024;CUST-2276;(not set);facebook;social;4;0;0
SID-01470;23.05.2024;CUST-1910;(not set);(direct);none;3;0;0
SID-01471;08.03.2024;CUST-1047;(not set);instagram;social;7;0;0
SID-01472;18.11.2024;CUST-1350;(not set);instagram;social;2;1;0
SID-01473;21.07.2023;CUST-1935;CMP-01;newsletter;email;2;1;0
SID-01474;12.03.2024;CUST-1739;CMP-07;newsletter;email;3;1;0
SID-01475;03.09.2025;CUST-1165;(not set);bing;cpc;3;1;0
SID-01476;13.05.2024;CUST-1901;(not set);google;cpc;9;0;0
SID-01477;25.09.2024;CUST-1600;(not set);facebook;social;5;1;0
SID-01478;07.12.2024;CUST-1202;(not set);facebook;social;3;1;0
SID-01479;16.06.2023;CUST-2355;(not set);bing;cpc;1;0;0
SID-01480;18.09.2023;CUST-2241;(not set);google;cpc;3;0;0
SID-01481;04.09.2023;CUST-1934;(not set);facebook;social;2;1;0
SID-01482;25.12.2023;CUST-1885;(not set);(direct);none;3;1;0
SID-01483;26.06.2024;CUST-1095;(not set);(direct);none;1;1;0
SID-01484;29.04.2024;CUST-1379;(not set);bing;cpc;3;1;1
SID-01485;22.09.2025;CUST-1483;(not set);google;cpc;9;1;1
SID-01486;25.06.2024;CUST-2261;CMP-08;instagram;social;3;1;0
SID-01487;01.11.2024;CUST-1926;CMP-08;google;cpc;4;1;0
SID-01488;26.02.2025;CUST-1349;CMP-01;google;cpc;3;1;0
SID-01489;12.12.2024;CUST-1250;CMP-14;youtube;video;3;1;0
SID-01490;08.04.2025;CUST-1579;(not set);google;cpc;9;0;0
SID-01491;14.10.2023;CUST-2021;CMP-02;facebook;social;3;0;0
SID-01492;15.03.2024;CUST-1798;(not set);google;cpc;9;1;0
SID-01493;27.02.2023;CUST-1007;CMP-04;facebook;social;1;1;1
SID-01494;25.04.2023;CUST-1332;CMP-03;facebook;social;3;1;1
SID-01495;26.02.2024;CUST-1168;CMP-13;youtube;video;2;0;0
SID-01496;22.03.2024;CUST-1675;CMP-01;bing;cpc;2;1;0
SID-01497;04.01.2024;CUST-2288;CMP-09;google;cpc;2;0;0
SID-01498;05.07.2023;CUST-1624;(not set);instagram;social;7;1;0
SID-01499;14.04.2024;CUST-2045;CMP-06;instagram;social;2;1;0
SID-01500;21.09.2025;CUST-1610;CMP-14;facebook;social;1;1;0
SID-01501;03.09.2023;CUST-1594;(not set);instagram;social;3;1;0
SID-01502;15.09.2023;CUST-2093;(not set);google;cpc;5;1;0
SID-01503;23.07.2025;CUST-2463;(not set);google;cpc;2;1;0
SID-01504;06.07.2025;CUST-1040;(not set);newsletter;email;7;0;0
SID-01505;16.08.2024;CUST-2094;CMP-01;(direct);none;4;0;0
SID-01506;01.11.2024;CUST-1309;CMP-07;bing;cpc;3;1;0
SID-01507;15.03.2025;CUST-2156;(not set);(direct);none;7;1;0
SID-01508;20.02.2025;CUST-1746;CMP-14;(direct);none;2;1;0
SID-01509;01.07.2024;CUST-2031;CMP-10;youtube;video;2;0;0
SID-01510;28.10.2024;CUST-2333;(not set);instagram;social;4;1;0
SID-01511;24.10.2023;CUST-1263;CMP-07;google;cpc;3;0;0
SID-01512;05.02.2024;CUST-1742;(not set);bing;cpc;7;1;0
SID-01513;18.06.2024;CUST-2370;CMP-05;google;cpc;2;1;0
SID-01514;08.02.2024;CUST-2160;CMP-06;(direct);none;4;1;0
SID-01515;21.11.2024;CUST-2458;CMP-04;instagram;social;3;0;0
SID-01516;13.08.2023;CUST-2074;CMP-14;facebook;social;4;1;1
SID-01517;12.04.2023;CUST-2059;(not set);facebook;social;3;1;0
SID-01518;09.03.2024;CUST-1622;CMP-10;google;cpc;2;0;0
SID-01519;31.07.2023;CUST-1867;(not set);newsletter;email;3;1;0
SID-01520;31.01.2025;CUST-1570;(not set);(direct);none;9;1;0
SID-01521;29.10.2024;CUST-1362;CMP-10;google;cpc;3;0;0
SID-01522;24.12.2023;CUST-1719;(not set);youtube;video;3;0;0
SID-01523;03.07.2023;CUST-1521;(not set);(direct);none;4;1;0
SID-01524;25.10.2024;CUST-1750;CMP-09;facebook;social;3;0;0
SID-01525;13.08.2024;CUST-1939;(not set);newsletter;email;2;1;0
SID-01526;21.06.2023;CUST-1205;(not set);bing;cpc;3;0;0
SID-01527;22.09.2024;CUST-1784;CMP-10;bing;cpc;9;1;0
SID-01528;02.02.2025;CUST-1804;(not set);facebook;social;9;1;0
SID-01529;24.09.2023;CUST-2092;(not set);bing;cpc;2;1;0
SID-01530;13.02.2025;CUST-1932;CMP-04;instagram;social;2;1;0
SID-01531;28.03.2025;CUST-1892;(not set);(direct);none;9;0;0
SID-01532;18.08.2024;CUST-1003;(not set);google;cpc;4;1;1
SID-01533;06.04.2023;CUST-1597;CMP-03;newsletter;email;9;0;0
SID-01534;02.05.2025;CUST-1842;(not set);instagram;social;5;0;0
SID-01535;13.01.2024;CUST-1259;CMP-09;google;cpc;1;1;0
SID-01536;25.07.2025;CUST-1281;CMP-09;newsletter;email;3;1;1
SID-01537;28.09.2023;CUST-1134;(not set);facebook;social;1;1;1
SID-01538;06.06.2025;CUST-1095;(not set);instagram;social;2;0;0
SID-01539;13.10.2024;CUST-1029;(not set);facebook;social;2;1;0
SID-01540;27.05.2023;CUST-1134;(not set);youtube;video;7;0;0
SID-01541;31.05.2023;CUST-1070;(not set);(direct);none;7;1;0
SID-01542;03.01.2024;CUST-1473;(not set);google;cpc;9;1;0
SID-01543;27.04.2024;CUST-2360;(not set);google;cpc;5;1;1
SID-01544;31.08.2023;CUST-1925;CMP-06;(direct);none;2;1;0
SID-01545;14.08.2023;CUST-1178;(not set);youtube;video;3;0;0
SID-01546;07.10.2023;CUST-2256;(not set);bing;cpc;7;1;0
SID-01547;25.07.2025;CUST-2302;(not set);instagram;social;1;0;0
SID-01548;21.05.2024;CUST-1748;(not set);newsletter;email;3;1;0
SID-01549;17.09.2025;CUST-1816;(not set);instagram;social;2;1;0
SID-01550;15.02.2024;CUST-1011;CMP-01;youtube;video;7;0;0
SID-01551;05.09.2024;CUST-2165;(not set);google;cpc;3;1;0
SID-01552;19.04.2023;CUST-1401;CMP-08;google;cpc;9;1;0
SID-01553;25.11.2023;CUST-2172;CMP-03;youtube;video;4;1;1
SID-01554;17.05.2023;CUST-1136;(not set);google;cpc;1;0;0
SID-01555;26.04.2023;CUST-1165;(not set);instagram;social;2;1;0
SID-01556;27.01.2024;CUST-1766;CMP-11;facebook;social;2;1;0
SID-01557;01.04.2025;CUST-1568;CMP-06;instagram;social;2;0;0
SID-01558;14.03.2023;CUST-2196;(not set);instagram;social;5;1;0
SID-01559;30.07.2024;CUST-1277;(not set);google;cpc;5;1;1
SID-01560;23.01.2025;CUST-1113;(not set);google;cpc;3;0;0
SID-01561;28.10.2023;CUST-2165;CMP-10;(direct);none;4;1;1
SID-01562;18.06.2024;CUST-1262;(not set);google;cpc;3;0;0
SID-01563;02.03.2024;CUST-2276;(not set);instagram;social;4;1;0
SID-01564;22.06.2025;CUST-1593;(not set);(direct);none;3;1;0
SID-01565;24.05.2024;CUST-2081;CMP-06;google;cpc;1;0;0
SID-01566;13.06.2025;CUST-1799;(not set);(direct);none;9;1;0
SID-01567;25.04.2025;CUST-2289;(not set);newsletter;email;2;1;0
SID-01568;07.03.2023;CUST-2017;(not set);newsletter;email;2;0;0
SID-01569;18.09.2025;CUST-2110;(not set);(direct);none;2;0;0
SID-01570;04.10.2023;CUST-1982;(not set);youtube;video;3;1;0
SID-01571;25.12.2023;CUST-1006;(not set);google;cpc;4;0;0
SID-01572;01.09.2025;CUST-1816;CMP-10;google;cpc;2;1;0
SID-01573;15.04.2024;CUST-1102;(not set);google;cpc;9;0;0
SID-01574;17.05.2025;CUST-1933;(not set);google;cpc;2;1;1
SID-01575;28.08.2025;CUST-1251;(not set);youtube;video;3;1;1
SID-01576;13.12.2024;CUST-1229;(not set);youtube;video;9;1;1
SID-01577;26.03.2025;CUST-1481;CMP-03;bing;cpc;3;1;0
SID-01578;10.02.2024;CUST-2099;(not set);(direct);none;9;1;0
SID-01579;22.12.2023;CUST-1626;CMP-06;instagram;social;3;0;0
SID-01580;11.10.2023;CUST-2133;(not set);newsletter;email;5;0;0
SID-01581;22.04.2023;CUST-2264;CMP-06;(direct);none;3;1;1
SID-01582;06.07.2023;CUST-1831;(not set);google;cpc;3;1;0
SID-01583;09.01.2024;CUST-1765;CMP-03;bing;cpc;5;1;0
SID-01584;03.05.2024;CUST-2377;(not set);instagram;social;1;0;0
SID-01585;20.06.2024;CUST-1186;(not set);bing;cpc;3;1;1
SID-01586;08.05.2025;CUST-1273;(not set);facebook;social;5;1;1
SID-01587;30.07.2023;CUST-1676;(not set);youtube;video;4;1;0
SID-01588;27.05.2025;CUST-1115;(not set);newsletter;email;2;1;0
SID-01589;16.01.2024;CUST-1249;CMP-14;youtube;video;3;0;0
SID-01590;08.05.2025;CUST-2472;(not set);(direct);none;3;1;0
SID-01591;25.06.2024;CUST-2379;CMP-06;bing;cpc;1;1;0
SID-01592;22.10.2024;CUST-1065;(not set);instagram;social;3;1;0
SID-01593;15.11.2024;CUST-1042;CMP-10;google;cpc;1;0;0
SID-01594;21.05.2025;CUST-1131;(not set);newsletter;email;3;1;0
SID-01595;31.05.2024;CUST-1932;(not set);google;cpc;2;0;0
SID-01596;15.01.2024;CUST-1584;CMP-10;newsletter;email;7;1;0
SID-01597;30.03.2025;CUST-1186;(not set);youtube;video;7;0;0
SID-01598;08.03.2025;CUST-2445;CMP-11;facebook;social;3;0;0
SID-01599;01.09.2024;CUST-1921;(not set);youtube;video;3;1;0
SID-01600;26.06.2023;CUST-2337;CMP-04;youtube;video;9;1;0
SID-01601;22.02.2024;CUST-2167;(not set);google;cpc;1;1;0
SID-01602;20.02.2025;CUST-2449;(not set);(direct);none;2;1;1
SID-01603;09.09.2023;CUST-1665;CMP-09;newsletter;email;2;1;0
SID-01604;17.10.2024;CUST-1453;CMP-01;google;cpc;2;0;0
SID-01605;06.10.2023;CUST-1537;CMP-01;google;cpc;2;1;0
SID-01606;03.04.2025;CUST-1183;CMP-04;youtube;video;9;0;0
SID-01607;26.04.2023;CUST-1111;CMP-07;newsletter;email;2;0;0
SID-01608;02.02.2024;CUST-1053;CMP-13;(direct);none;3;0;0
SID-01609;01.04.2024;CUST-1766;(not set);newsletter;email;1;1;0
SID-01610;11.06.2023;CUST-1678;(not set);google;cpc;3;1;0
SID-01611;13.12.2024;CUST-2194;CMP-06;youtube;video;7;1;0
SID-01612;15.06.2024;CUST-2390;(not set);facebook;social;3;1;0
SID-01613;03.10.2024;CUST-1864;CMP-02;youtube;video;1;1;0
SID-01614;19.08.2025;CUST-1079;(not set);facebook;social;2;0;0
SID-01615;02.09.2023;CUST-1490;CMP-08;instagram;social;3;1;0
SID-01616;13.03.2024;CUST-2133;(not set);newsletter;email;3;1;0
SID-01617;04.06.2023;CUST-2349;(not set);(direct);none;9;1;1
SID-01618;30.07.2024;CUST-1709;CMP-08;(direct);none;3;1;0
SID-01619;27.04.2023;CUST-1580;(not set);youtube;video;7;0;0
SID-01620;08.05.2023;CUST-1157;CMP-12;newsletter;email;2;0;0
SID-01621;27.10.2023;CUST-2385;(not set);newsletter;email;7;1;0
SID-01622;23.05.2023;CUST-1358;(not set);google;cpc;2;0;0
SID-01623;21.08.2024;CUST-1148;(not set);facebook;social;5;1;0
SID-01624;29.11.2024;CUST-1701;(not set);google;cpc;9;0;0
SID-01625;11.10.2023;CUST-1771;(not set);facebook;social;1;1;0
SID-01626;16.09.2025;CUST-2028;CMP-07;youtube;video;3;1;1
SID-01627;07.07.2024;CUST-1880;CMP-06;youtube;video;4;1;1
SID-01628;01.06.2023;CUST-1945;(not set);(direct);none;2;0;0
SID-01629;02.08.2023;CUST-1052;CMP-09;bing;cpc;3;1;1
SID-01630;10.03.2023;CUST-1646;(not set);google;cpc;4;1;0
SID-01631;20.04.2024;CUST-1272;(not set);bing;cpc;2;0;0
SID-01632;23.02.2024;CUST-1009;(not set);google;cpc;4;0;0
SID-01633;29.01.2025;CUST-1360;(not set);(direct);none;3;1;0
SID-01634;08.05.2024;CUST-1150;(not set);(direct);none;1;1;0
SID-01635;26.01.2024;CUST-1085;(not set);google;cpc;9;1;0
SID-01636;11.11.2023;CUST-2052;(not set);(direct);none;1;0;0
SID-01637;31.03.2025;CUST-2475;(not set);google;cpc;5;1;1
SID-01638;10.01.2025;CUST-1619;(not set);google;cpc;4;1;0
SID-01639;31.07.2024;CUST-1306;(not set);google;cpc;9;1;0
SID-01640;13.06.2024;CUST-1453;CMP-06;google;cpc;5;0;0
SID-01641;09.09.2023;CUST-2348;(not set);(direct);none;3;1;0
SID-01642;22.06.2023;CUST-1087;(not set);bing;cpc;4;0;0
SID-01643;28.02.2024;CUST-1354;CMP-01;bing;cpc;3;1;1
SID-01644;05.02.2024;CUST-2444;(not set);instagram;social;3;1;0
SID-01645;26.09.2025;CUST-1279;CMP-02;instagram;social;1;1;1
SID-01646;25.06.2025;CUST-2356;(not set);instagram;social;9;1;0
SID-01647;26.05.2025;CUST-2353;(not set);bing;cpc;7;1;1
SID-01648;13.08.2025;CUST-1298;(not set);google;cpc;7;0;0
SID-01649;19.03.2025;CUST-1761;(not set);youtube;video;3;1;1
SID-01650;18.04.2024;CUST-1107;CMP-09;newsletter;email;3;1;0
SID-01651;24.03.2023;CUST-2114;CMP-06;instagram;social;3;0;0
SID-01652;13.08.2024;CUST-2370;(not set);google;cpc;3;1;0
SID-01653;06.09.2024;CUST-2440;(not set);facebook;social;3;1;0
SID-01654;20.06.2024;CUST-1722;CMP-11;bing;cpc;5;1;0
SID-01655;23.06.2023;CUST-1827;(not set);(direct);none;4;1;0
SID-01656;20.01.2024;CUST-1637;CMP-11;newsletter;email;9;0;0
SID-01657;01.05.2023;CUST-1544;CMP-02;google;cpc;3;1;0
SID-01658;07.02.2025;CUST-1313;(not set);instagram;social;7;1;0
SID-01659;17.03.2023;CUST-2253;(not set);newsletter;email;9;1;0
SID-01660;25.10.2023;CUST-2009;CMP-10;instagram;social;3;1;0
SID-01661;07.08.2023;CUST-1421;(not set);facebook;social;7;1;0
SID-01662;13.07.2023;CUST-1022;CMP-01;instagram;social;3;1;0
SID-01663;03.07.2025;CUST-1131;(not set);facebook;social;9;1;0
SID-01664;26.08.2025;CUST-1459;(not set);google;cpc;3;1;1
SID-01665;15.07.2024;CUST-1757;(not set);youtube;video;7;0;0
SID-01666;01.03.2023;CUST-1708;(not set);facebook;social;9;1;0
SID-01667;30.09.2025;CUST-1790;(not set);instagram;social;2;1;0
SID-01668;25.07.2024;CUST-1614;CMP-09;instagram;social;1;1;0
SID-01669;09.04.2023;CUST-1500;CMP-06;instagram;social;2;0;0
SID-01670;08.05.2023;CUST-2070;(not set);bing;cpc;7;1;1
SID-01671;24.03.2023;CUST-1166;CMP-02;bing;cpc;2;0;0
SID-01672;23.07.2025;CUST-1130;(not set);google;cpc;7;1;0
SID-01673;26.07.2023;CUST-2478;(not set);google;cpc;5;1;0
SID-01674;22.04.2023;CUST-2120;(not set);facebook;social;5;1;0
SID-01675;24.07.2023;CUST-1705;(not set);bing;cpc;3;1;0
SID-01676;20.05.2023;CUST-2163;(not set);(direct);none;3;0;0
SID-01677;12.02.2024;CUST-1689;(not set);newsletter;email;3;0;0
SID-01678;03.07.2024;CUST-1582;(not set);google;cpc;7;1;0
SID-01679;17.11.2023;CUST-2047;CMP-12;youtube;video;9;1;0
SID-01680;29.06.2025;CUST-1205;(not set);google;cpc;3;1;0
SID-01681;13.01.2025;CUST-2164;CMP-07;newsletter;email;3;0;0
SID-01682;08.04.2023;CUST-1337;(not set);(direct);none;5;1;0
SID-01683;05.02.2025;CUST-1203;CMP-14;facebook;social;3;1;0
SID-01684;18.07.2024;CUST-1685;CMP-08;google;cpc;5;1;0
SID-01685;26.01.2024;CUST-2384;CMP-03;instagram;social;2;1;0
SID-01686;12.05.2025;CUST-1787;(not set);bing;cpc;5;1;0
SID-01687;24.09.2023;CUST-2334;(not set);bing;cpc;9;1;0
SID-01688;28.11.2023;CUST-2461;CMP-11;(direct);none;3;1;0
SID-01689;19.07.2025;CUST-1488;(not set);newsletter;email;3;1;0
SID-01690;29.05.2025;CUST-2112;(not set);instagram;social;3;1;0
SID-01691;15.04.2025;CUST-1823;(not set);facebook;social;7;0;0
SID-01692;23.06.2024;CUST-2197;CMP-03;newsletter;email;3;0;0
SID-01693;24.09.2024;CUST-1626;(not set);newsletter;email;2;1;1
SID-01694;20.07.2024;CUST-2150;(not set);facebook;social;9;1;0
SID-01695;14.01.2024;CUST-2353;CMP-03;(direct);none;2;1;0
SID-01696;22.11.2023;CUST-1444;(not set);bing;cpc;9;1;0
SID-01697;06.04.2024;CUST-1387;CMP-10;bing;cpc;3;0;0
SID-01698;28.05.2025;CUST-1533;(not set);bing;cpc;5;1;0
SID-01699;28.03.2025;CUST-1077;CMP-12;(direct);none;9;1;0
SID-01700;19.05.2023;CUST-1835;CMP-02;google;cpc;4;1;0
SID-01701;07.10.2024;CUST-1927;CMP-06;(direct);none;4;1;0
SID-01702;01.07.2023;CUST-1953;CMP-10;(direct);none;1;1;1
SID-01703;27.04.2024;CUST-1669;(not set);facebook;social;3;1;0
SID-01704;05.11.2024;CUST-1249;CMP-04;(direct);none;3;0;0
SID-01705;19.05.2025;CUST-1891;CMP-06;bing;cpc;2;1;1
SID-01706;18.09.2024;CUST-2491;(not set);facebook;social;5;0;0
SID-01707;11.05.2023;CUST-1416;(not set);bing;cpc;7;0;0
SID-01708;24.12.2023;CUST-1625;(not set);newsletter;email;2;0;0
SID-01709;11.02.2024;CUST-1637;CMP-12;bing;cpc;1;1;0
SID-01710;28.11.2023;CUST-1127;(not set);(direct);none;5;1;0
SID-01711;08.04.2025;CUST-1991;CMP-06;google;cpc;2;1;1
SID-01712;26.05.2023;CUST-1461;CMP-08;facebook;social;3;1;0
SID-01713;04.06.2024;CUST-1951;CMP-10;instagram;social;3;1;0
SID-01714;08.10.2024;CUST-2314;(not set);bing;cpc;3;0;0
SID-01715;11.07.2024;CUST-1936;(not set);google;cpc;4;1;0
SID-01716;04.09.2025;CUST-1308;(not set);youtube;video;2;1;0
SID-01717;01.10.2023;CUST-1157;(not set);instagram;social;5;1;0
SID-01718;25.02.2024;CUST-1539;CMP-10;(direct);none;2;0;0
SID-01719;26.09.2024;CUST-1023;(not set);(direct);none;3;0;0
SID-01720;30.10.2023;CUST-1018;(not set);facebook;social;5;0;0
SID-01721;23.02.2025;CUST-1171;CMP-05;google;cpc;9;0;0
SID-01722;11.01.2024;CUST-1723;CMP-03;google;cpc;5;1;0
SID-01723;16.02.2025;CUST-2030;(not set);youtube;video;5;1;0
SID-01724;24.02.2023;CUST-2145;CMP-02;google;cpc;4;0;0
SID-01725;02.03.2024;CUST-1815;(not set);newsletter;email;3;1;0
SID-01726;27.01.2024;CUST-1208;(not set);google;cpc;2;1;0
SID-01727;07.12.2024;CUST-1006;CMP-11;google;cpc;3;1;1
SID-01728;14.08.2023;CUST-2114;(not set);youtube;video;3;0;0
SID-01729;26.04.2023;CUST-2033;(not set);facebook;social;1;0;0
SID-01730;25.06.2023;CUST-2010;(not set);bing;cpc;2;0;0
SID-01731;13.08.2024;CUST-2207;CMP-08;youtube;video;2;1;0
SID-01732;16.10.2024;CUST-1470;(not set);google;cpc;4;1;0
SID-01733;21.08.2024;CUST-2063;(not set);instagram;social;4;1;0
SID-01734;26.09.2025;CUST-1979;CMP-06;facebook;social;4;0;0
SID-01735;02.03.2023;CUST-1485;(not set);newsletter;email;5;1;1
SID-01736;24.11.2023;CUST-1305;CMP-01;google;cpc;3;0;0
SID-01737;22.09.2024;CUST-1326;(not set);bing;cpc;3;0;0
SID-01738;17.12.2024;CUST-2406;(not set);google;cpc;9;1;0
SID-01739;23.05.2025;CUST-1811;(not set);newsletter;email;3;1;0
SID-01740;09.03.2024;CUST-1634;CMP-08;(direct);none;3;1;0
SID-01741;24.08.2025;CUST-1100;(not set);instagram;social;5;0;0
SID-01742;19.12.2023;CUST-2239;(not set);google;cpc;4;1;0
SID-01743;23.08.2025;CUST-2471;(not set);facebook;social;1;1;0
SID-01744;03.03.2024;CUST-1407;CMP-09;google;cpc;2;1;0
SID-01745;16.01.2025;CUST-1724;(not set);google;cpc;2;1;1
SID-01746;29.08.2023;CUST-1798;(not set);google;cpc;2;1;1
SID-01747;01.12.2024;CUST-1804;(not set);youtube;video;3;1;1
SID-01748;08.05.2024;CUST-2442;(not set);facebook;social;3;0;0
SID-01749;30.05.2025;CUST-2164;(not set);instagram;social;5;1;1
SID-01750;06.10.2023;CUST-1953;(not set);google;cpc;7;1;0
SID-01751;07.08.2023;CUST-1771;(not set);(direct);none;1;1;0
SID-01752;22.04.2023;CUST-1831;(not set);youtube;video;9;0;0
SID-01753;31.12.2024;CUST-2068;(not set);youtube;video;7;0;0
SID-01754;22.12.2023;CUST-2078;CMP-13;google;cpc;5;1;1
SID-01755;22.04.2024;CUST-1757;(not set);youtube;video;4;1;0
SID-01756;20.04.2024;CUST-1514;(not set);(direct);none;4;1;0
SID-01757;14.06.2024;CUST-1515;(not set);facebook;social;2;1;0
SID-01758;23.03.2023;CUST-2092;CMP-03;google;cpc;9;1;0
SID-01759;05.02.2024;CUST-1984;CMP-06;google;cpc;3;1;0
SID-01760;07.02.2024;CUST-2046;(not set);instagram;social;7;1;1
SID-01761;17.02.2024;CUST-1783;(not set);facebook;social;7;0;0
SID-01762;22.10.2024;CUST-1259;CMP-05;instagram;social;5;1;0
SID-01763;31.10.2024;CUST-1479;(not set);(direct);none;5;1;1
SID-01764;31.07.2023;CUST-1063;(not set);(direct);none;9;1;1
SID-01765;27.07.2024;CUST-2413;CMP-11;google;cpc;7;1;0
SID-01766;04.08.2025;CUST-1834;CMP-12;newsletter;email;3;1;0
SID-01767;05.08.2024;CUST-1099;(not set);(direct);none;3;1;0
SID-01768;25.05.2024;CUST-1309;(not set);bing;cpc;4;1;0
SID-01769;07.01.2024;CUST-1709;(not set);newsletter;email;2;1;0
SID-01770;02.09.2023;CUST-2092;CMP-07;youtube;video;9;1;0
SID-01771;21.09.2023;CUST-1761;CMP-14;instagram;social;4;1;1
SID-01772;06.05.2023;CUST-1441;CMP-13;google;cpc;7;1;0
SID-01773;20.07.2023;CUST-2123;(not set);instagram;social;1;1;0
SID-01774;13.01.2024;CUST-1963;(not set);instagram;social;1;1;1
SID-01775;10.03.2023;CUST-2053;(not set);bing;cpc;9;0;0
SID-01776;19.12.2024;CUST-1250;CMP-04;google;cpc;5;1;0
SID-01777;30.05.2023;CUST-2359;(not set);google;cpc;3;1;0
SID-01778;18.04.2023;CUST-1478;CMP-14;youtube;video;3;0;0
SID-01779;11.02.2024;CUST-1377;CMP-11;bing;cpc;5;1;0
SID-01780;08.08.2025;CUST-1971;(not set);google;cpc;5;0;0
SID-01781;10.09.2023;CUST-1400;(not set);instagram;social;3;1;0
SID-01782;29.09.2025;CUST-1361;(not set);google;cpc;7;0;0
SID-01783;11.07.2025;CUST-1148;(not set);facebook;social;5;0;0
SID-01784;26.09.2025;CUST-1090;CMP-06;(direct);none;2;1;0
SID-01785;18.06.2025;CUST-2346;(not set);facebook;social;1;1;0
SID-01786;28.05.2025;CUST-1969;(not set);newsletter;email;7;1;0
SID-01787;15.04.2025;CUST-1735;(not set);instagram;social;3;1;0
SID-01788;22.03.2024;CUST-2401;CMP-14;bing;cpc;3;1;0
SID-01789;26.08.2023;CUST-1092;(not set);youtube;video;2;0;0
SID-01790;06.04.2024;CUST-1489;CMP-11;google;cpc;9;1;1
SID-01791;23.06.2024;CUST-2258;(not set);instagram;social;2;1;0
SID-01792;17.04.2024;CUST-2473;CMP-14;bing;cpc;3;1;1
SID-01793;22.02.2025;CUST-1124;(not set);youtube;video;3;1;1
SID-01794;01.05.2023;CUST-1161;(not set);google;cpc;9;0;0
SID-01795;01.12.2023;CUST-1461;(not set);instagram;social;1;0;0
SID-01796;30.05.2024;CUST-2097;CMP-14;instagram;social;2;0;0
SID-01797;11.03.2023;CUST-1485;(not set);facebook;social;5;0;0
SID-01798;14.04.2024;CUST-2319;(not set);bing;cpc;5;1;0
SID-01799;28.05.2023;CUST-2276;(not set);facebook;social;2;0;0
SID-01800;23.12.2023;CUST-1303;CMP-07;google;cpc;2;0;0
SID-01801;23.09.2025;CUST-1547;CMP-09;newsletter;email;5;1;0
SID-01802;15.11.2024;CUST-2335;CMP-02;google;cpc;7;0;0
SID-01803;31.03.2024;CUST-1838;(not set);bing;cpc;7;1;0
SID-01804;15.05.2024;CUST-2440;(not set);google;cpc;2;0;0
SID-01805;11.04.2023;CUST-2078;(not set);facebook;social;7;0;0
SID-01806;13.09.2024;CUST-1703;(not set);bing;cpc;2;0;0
SID-01807;05.05.2025;CUST-1504;(not set);instagram;social;3;1;0
SID-01808;22.08.2023;CUST-1983;(not set);instagram;social;3;1;0
SID-01809;05.07.2023;CUST-1055;CMP-14;google;cpc;7;1;0
SID-01810;23.05.2025;CUST-1162;(not set);(direct);none;9;0;0
SID-01811;17.03.2023;CUST-2406;CMP-10;google;cpc;2;1;1
SID-01812;31.03.2024;CUST-1679;(not set);instagram;social;9;1;0
SID-01813;26.05.2023;CUST-1840;(not set);youtube;video;4;0;0
SID-01814;25.01.2025;CUST-2184;(not set);google;cpc;3;0;0
SID-01815;16.06.2025;CUST-1116;(not set);newsletter;email;4;1;0
SID-01816;29.06.2023;CUST-1270;(not set);(direct);none;2;1;0
SID-01817;16.02.2024;CUST-1214;CMP-12;youtube;video;9;1;1
SID-01818;24.09.2023;CUST-1376;(not set);google;cpc;9;1;1
